step,epoch,loss_jepa,loss_drift,loss_total,lr,grad_norm,throughput,val_loss
226,0,0.484853,0.001286,0.486140,9.55e-06,0.0515,0.05,
227,0,0.484906,0.001283,0.486189,9.55e-06,0.0343,0.05,
228,0,0.483693,0.001281,0.484974,9.54e-06,0.0441,0.05,
229,0,0.488479,0.001279,0.489759,9.53e-06,0.0317,0.05,
230,0,0.489108,0.001278,0.490386,9.52e-06,0.0310,0.05,
231,0,0.482767,0.001277,0.484045,9.52e-06,0.0329,0.05,
232,0,0.486705,0.001276,0.487981,9.51e-06,0.0370,0.05,
233,0,0.485397,0.001272,0.486670,9.50e-06,0.0357,0.05,
234,0,0.481856,0.001267,0.483124,9.49e-06,0.0404,0.05,
235,0,0.485973,0.001262,0.487235,9.49e-06,0.0393,0.04,
236,0,0.488818,0.001257,0.490076,9.48e-06,0.0527,0.05,
237,0,0.484952,0.001253,0.486205,9.47e-06,0.0349,0.04,
238,0,0.485892,0.001250,0.487142,9.46e-06,0.0874,0.05,
239,0,0.490685,0.001246,0.491931,9.46e-06,0.0435,0.05,
240,0,0.485206,0.001243,0.486448,9.45e-06,0.0373,0.05,
241,0,0.481867,0.001240,0.483108,9.44e-06,0.0313,0.04,
242,0,0.485453,0.001239,0.486692,9.43e-06,0.0304,0.04,
243,0,0.481469,0.001237,0.482706,9.42e-06,0.0403,0.04,
244,0,0.489895,0.001235,0.491130,9.42e-06,0.0297,0.04,
245,0,0.484812,0.001234,0.486046,9.41e-06,0.0316,0.04,
246,0,0.485535,0.001232,0.486767,9.40e-06,0.0394,0.05,
247,0,0.486461,0.001228,0.487689,9.39e-06,0.0634,0.05,
248,0,0.488021,0.001224,0.489245,9.38e-06,0.0372,0.05,
249,0,0.482294,0.001220,0.483514,9.38e-06,0.0402,0.04,
250,0,0.485794,0.001218,0.487011,9.37e-06,0.0372,0.04,
251,0,0.482455,0.001216,0.483671,9.36e-06,0.0546,0.05,
252,0,0.486392,0.001215,0.487607,9.35e-06,0.0289,0.05,
253,0,0.486280,0.001215,0.487495,9.34e-06,0.0400,0.05,
254,0,0.488997,0.001213,0.490210,9.33e-06,0.0761,0.05,
255,0,0.481855,0.001213,0.483067,9.33e-06,0.1423,0.04,
256,0,0.483746,0.001213,0.484959,9.32e-06,0.0370,0.04,
257,0,0.483041,0.001213,0.484254,9.31e-06,0.0322,0.04,
258,0,0.485098,0.001215,0.486313,9.30e-06,0.0584,0.04,
259,0,0.488135,0.001217,0.489352,9.29e-06,0.0446,0.05,
260,0,0.483238,0.001220,0.484458,9.28e-06,0.0311,0.05,
261,0,0.486002,0.001224,0.487226,9.27e-06,0.0589,0.05,
262,0,0.482137,0.001227,0.483364,9.26e-06,0.0310,0.05,
263,0,0.487192,0.001231,0.488423,9.26e-06,0.0350,0.05,
264,0,0.482819,0.001234,0.484053,9.25e-06,0.0357,0.05,
265,0,0.481909,0.001236,0.483145,9.24e-06,0.0398,0.04,
266,0,0.482630,0.001238,0.483868,9.23e-06,0.0405,0.04,
267,0,0.478901,0.001237,0.480138,9.22e-06,0.0360,0.04,
268,0,0.488044,0.001236,0.489280,9.21e-06,0.0294,0.05,
269,0,0.478597,0.001233,0.479830,9.20e-06,0.0308,0.05,
270,0,0.479392,0.001229,0.480622,9.19e-06,0.0435,0.05,
271,0,0.482660,0.001226,0.483885,9.18e-06,0.0408,0.04,
272,0,0.489299,0.001223,0.490522,9.17e-06,0.0416,0.05,
273,0,0.480645,0.001220,0.481865,9.16e-06,0.0408,0.04,
274,0,0.485934,0.001217,0.487152,9.15e-06,0.0363,0.04,
275,0,0.486382,0.001215,0.487597,9.14e-06,0.0376,0.04,
276,0,0.482774,0.001212,0.483986,9.14e-06,0.0464,0.04,
277,0,0.481137,0.001209,0.482346,9.13e-06,0.0375,0.04,
278,0,0.486239,0.001205,0.487444,9.12e-06,0.0417,0.04,
279,0,0.485900,0.001202,0.487102,9.11e-06,0.0523,0.05,
280,0,0.487931,0.001199,0.489131,9.10e-06,0.0420,0.05,
281,0,0.484251,0.001198,0.485449,9.09e-06,0.0397,0.05,
282,0,0.482675,0.001196,0.483871,9.08e-06,0.0369,0.05,
283,0,0.483238,0.001196,0.484434,9.07e-06,0.0585,0.04,
284,0,0.478153,0.001195,0.479348,9.06e-06,0.0432,0.04,
285,0,0.480807,0.001194,0.482001,9.05e-06,0.0384,0.04,
286,0,0.483303,0.001193,0.484496,9.04e-06,0.0428,0.05,
287,0,0.484791,0.001192,0.485983,9.03e-06,0.0407,0.05,
288,0,0.480259,0.001191,0.481450,9.02e-06,0.0375,0.05,
289,0,0.487071,0.001190,0.488261,9.01e-06,0.0479,0.05,
290,0,0.480184,0.001188,0.481371,9.00e-06,0.0377,0.04,
291,0,0.483387,0.001185,0.484572,8.99e-06,0.0355,0.05,
292,0,0.478874,0.001181,0.480055,8.98e-06,0.0378,0.05,
293,0,0.478157,0.001177,0.479334,8.97e-06,0.1398,0.04,
294,0,0.476413,0.001175,0.477588,8.96e-06,0.0390,0.04,
295,0,0.479801,0.001177,0.480978,8.94e-06,0.0330,0.04,
296,0,0.482672,0.001180,0.483852,8.93e-06,0.0401,0.04,
297,0,0.478850,0.001184,0.480034,8.92e-06,0.0419,0.04,
298,0,0.477164,0.001189,0.478352,8.91e-06,0.0528,0.04,
299,0,0.481827,0.001193,0.483020,8.90e-06,0.0394,0.04,
300,0,0.478419,0.001197,0.479616,8.89e-06,0.0335,0.04,
301,0,0.479819,0.001200,0.481019,8.88e-06,0.0358,0.05,
302,0,0.478380,0.001202,0.479582,8.87e-06,0.0335,0.05,
303,0,0.488893,0.001203,0.490096,8.86e-06,0.0381,0.05,
304,0,0.483140,0.001205,0.484345,8.85e-06,0.0468,0.05,
305,0,0.478118,0.001206,0.479324,8.84e-06,0.0331,0.05,
305,0,,,,,,,1.656599
306,0,0.482811,0.001206,0.484016,8.83e-06,0.0297,0.02,
307,0,0.480691,0.001205,0.481897,8.82e-06,0.0322,0.05,
308,0,0.478876,0.001204,0.480080,8.80e-06,0.0419,0.04,
309,0,0.486058,0.001201,0.487259,8.79e-06,0.0461,0.04,
310,0,0.477690,0.001198,0.478887,8.78e-06,0.0452,0.04,
311,0,0.481310,0.001194,0.482505,8.77e-06,0.0324,0.04,
312,0,0.485660,0.001191,0.486850,8.76e-06,0.0626,0.05,
313,0,0.483411,0.001187,0.484598,8.75e-06,0.0322,0.04,
314,0,0.486573,0.001183,0.487756,8.74e-06,0.0343,0.05,
315,0,0.480445,0.001179,0.481624,8.73e-06,0.0378,0.04,
316,0,0.483313,0.001175,0.484488,8.71e-06,0.0410,0.04,
317,0,0.479952,0.001171,0.481123,8.70e-06,0.0435,0.04,
318,0,0.476974,0.001166,0.478140,8.69e-06,0.0415,0.04,
319,0,0.478413,0.001161,0.479574,8.68e-06,0.0429,0.04,
320,0,0.475576,0.001156,0.476733,8.67e-06,0.0447,0.04,
321,0,0.480374,0.001152,0.481526,8.66e-06,0.1098,0.04,
322,0,0.474329,0.001150,0.475478,8.65e-06,0.0412,0.04,
323,0,0.482804,0.001148,0.483953,8.63e-06,0.0455,0.05,
324,0,0.475915,0.001148,0.477063,8.62e-06,0.0509,0.05,
325,0,0.473238,0.001150,0.474388,8.61e-06,0.0425,0.04,
326,0,0.479044,0.001151,0.480195,8.60e-06,0.0375,0.04,
327,0,0.478869,0.001153,0.480022,8.59e-06,0.0420,0.05,
328,0,0.478639,0.001155,0.479794,8.57e-06,0.0387,0.04,
329,0,0.479590,0.001156,0.480745,8.56e-06,0.0731,0.04,
330,0,0.478995,0.001156,0.480151,8.55e-06,0.0321,0.05,
331,0,0.481483,0.001157,0.482639,8.54e-06,0.0363,0.05,
332,0,0.481135,0.001157,0.482292,8.53e-06,0.0391,0.05,
333,0,0.478100,0.001156,0.479257,8.51e-06,0.0430,0.04,
334,0,0.472983,0.001156,0.474140,8.50e-06,0.0582,0.04,
335,0,0.479234,0.001156,0.480389,8.49e-06,0.0568,0.05,
336,0,0.476365,0.001156,0.477521,8.48e-06,0.0538,0.05,
337,0,0.476958,0.001156,0.478114,8.47e-06,0.0435,0.04,
338,0,0.477493,0.001157,0.478650,8.45e-06,0.0364,0.04,
339,0,0.476242,0.001158,0.477399,8.44e-06,0.0332,0.04,
340,0,0.480714,0.001158,0.481872,8.43e-06,0.0588,0.04,
341,0,0.471678,0.001158,0.472836,8.42e-06,0.0888,0.04,
342,0,0.476803,0.001157,0.477960,8.40e-06,0.0394,0.04,
343,0,0.481513,0.001158,0.482671,8.39e-06,0.0487,0.05,
344,0,0.476025,0.001159,0.477184,8.38e-06,0.0350,0.04,
345,0,0.479323,0.001160,0.480484,8.37e-06,0.0383,0.04,
346,0,0.488948,0.001162,0.490110,8.35e-06,0.1463,0.05,
347,0,0.484071,0.001165,0.485236,8.34e-06,0.0313,0.05,
348,0,0.490254,0.001170,0.491425,8.33e-06,0.0324,0.05,
349,0,0.482368,0.001177,0.483545,8.32e-06,0.0408,0.04,
350,0,0.480617,0.001184,0.481800,8.30e-06,0.0357,0.04,
351,0,0.485082,0.001190,0.486272,8.29e-06,0.0367,0.05,
352,0,0.482166,0.001196,0.483362,8.28e-06,0.1994,0.05,
353,0,0.480964,0.001207,0.482171,8.26e-06,0.0355,0.05,
354,0,0.481341,0.001221,0.482562,8.25e-06,0.0349,0.05,
355,0,0.484489,0.001236,0.485725,8.24e-06,0.0424,0.05,
356,0,0.483748,0.001252,0.485000,8.22e-06,0.0365,0.05,
357,0,0.482889,0.001268,0.484157,8.21e-06,0.0473,0.05,
358,0,0.489218,0.001282,0.490500,8.20e-06,0.0422,0.05,
359,0,0.485026,0.001296,0.486322,8.19e-06,0.0367,0.05,
360,0,0.484958,0.001309,0.486267,8.17e-06,0.0360,0.05,
361,0,0.483638,0.001320,0.484958,8.16e-06,0.0386,0.05,
362,0,0.489283,0.001329,0.490612,8.15e-06,0.0342,0.05,
363,0,0.486218,0.001335,0.487553,8.13e-06,0.0333,0.05,
364,0,0.486957,0.001340,0.488297,8.12e-06,0.0348,0.05,
365,0,0.489045,0.001343,0.490388,8.11e-06,0.0396,0.05,
366,0,0.488381,0.001346,0.489727,8.09e-06,0.0405,0.05,
367,0,0.485001,0.001348,0.486349,8.08e-06,0.0362,0.05,
368,0,0.484709,0.001349,0.486058,8.07e-06,0.0303,0.05,
369,0,0.484902,0.001347,0.486249,8.05e-06,0.0277,0.04,
370,0,0.487375,0.001345,0.488720,8.04e-06,0.0356,0.04,
371,0,0.484593,0.001340,0.485933,8.03e-06,0.0318,0.04,
372,0,0.484755,0.001333,0.486088,8.01e-06,0.0337,0.05,
373,0,0.484900,0.001324,0.486224,8.00e-06,0.0356,0.05,
