step,stage,loss_jepa,loss_masked,loss_context,lr,grad_norm
33,stage1_layout,0.482475,0.352539,0.259873,1.54e-05,0.2133
34,stage1_layout,0.484157,0.354516,0.259283,1.58e-05,0.4368
35,stage1_layout,0.473106,0.346093,0.254025,1.62e-05,0.1226
36,stage1_layout,0.473061,0.346684,0.252753,1.67e-05,0.1622
37,stage1_layout,0.474294,0.346902,0.254786,1.71e-05,0.3022
38,stage1_layout,0.480530,0.351941,0.257177,1.75e-05,0.1385
39,stage1_layout,0.484275,0.354118,0.260314,1.80e-05,0.1590
40,stage1_layout,0.474385,0.347628,0.253514,1.84e-05,0.1310
41,stage1_layout,0.480829,0.351673,0.258313,1.89e-05,0.4193
42,stage1_layout,0.468399,0.342504,0.251790,1.93e-05,0.1201
43,stage1_layout,0.482744,0.355258,0.254971,1.97e-05,0.1546
44,stage1_layout,0.464043,0.338193,0.251700,2.02e-05,0.2068
45,stage1_layout,0.475415,0.348697,0.253437,2.06e-05,0.1467
46,stage1_layout,0.462499,0.337516,0.249968,2.11e-05,0.1245
47,stage1_layout,0.477964,0.351071,0.253785,2.15e-05,0.1741
48,stage1_layout,0.478232,0.351103,0.254257,2.19e-05,0.1730
49,stage1_layout,0.479314,0.351887,0.254854,2.24e-05,0.2105
50,stage1_layout,0.468114,0.343780,0.248670,2.28e-05,0.1673
51,stage1_layout,0.464077,0.340041,0.248073,2.32e-05,0.1162
52,stage1_layout,0.468421,0.343993,0.248855,2.37e-05,0.1187
53,stage1_layout,0.480539,0.353176,0.254725,2.41e-05,0.2025
54,stage1_layout,0.462831,0.338765,0.248132,2.46e-05,0.1741
55,stage1_layout,0.471249,0.345941,0.250617,2.50e-05,0.1682
56,stage1_layout,0.472507,0.347694,0.249626,2.54e-05,0.1227
57,stage1_layout,0.471098,0.346508,0.249181,2.59e-05,0.1617
58,stage1_layout,0.460981,0.335677,0.250608,2.63e-05,0.1999
59,stage1_layout,0.476527,0.350655,0.251743,2.68e-05,0.1758
60,stage1_layout,0.475715,0.349076,0.253278,2.72e-05,0.1315
61,stage1_layout,0.475247,0.348816,0.252860,2.76e-05,0.2263
62,stage1_layout,0.466883,0.342316,0.249134,2.81e-05,0.1809
63,stage1_layout,0.473030,0.347659,0.250742,2.85e-05,0.2003
64,stage1_layout,0.477445,0.351464,0.251961,2.89e-05,0.1738
65,stage1_layout,0.472333,0.347402,0.249861,2.94e-05,0.1504
66,stage1_layout,0.470959,0.343995,0.253928,2.98e-05,0.2729
67,stage1_layout,0.464338,0.339287,0.250103,3.03e-05,0.1979
68,stage1_layout,0.465776,0.342161,0.247231,3.07e-05,0.1603
69,stage1_layout,0.474793,0.346638,0.256311,3.11e-05,0.1323
70,stage1_layout,0.475283,0.344508,0.261550,3.16e-05,0.2130
71,stage1_layout,0.470816,0.346474,0.248684,3.20e-05,0.1159
72,stage1_layout,0.473737,0.349071,0.249333,3.25e-05,0.2139
73,stage1_layout,0.474880,0.348399,0.252963,3.29e-05,0.2455
74,stage1_layout,0.471618,0.346749,0.249737,3.33e-05,0.1543
75,stage1_layout,0.470225,0.348018,0.244414,3.38e-05,0.1327
76,stage1_layout,0.473750,0.349108,0.249284,3.42e-05,0.1222
77,stage1_layout,0.459900,0.336433,0.246934,3.46e-05,0.1996
78,stage1_layout,0.471866,0.345433,0.252865,3.51e-05,0.2435
79,stage1_layout,0.458100,0.337070,0.242060,3.55e-05,0.1525
80,stage1_layout,0.463739,0.341669,0.244139,3.60e-05,0.1373
81,stage1_layout,0.469823,0.345707,0.248231,3.64e-05,0.1547
82,stage1_layout,0.478450,0.351708,0.253484,3.68e-05,0.2363
83,stage1_layout,0.472230,0.348053,0.248354,3.73e-05,0.2011
84,stage1_layout,0.469806,0.344717,0.250178,3.77e-05,0.1495
85,stage1_layout,0.462960,0.341442,0.243037,3.82e-05,0.1167
86,stage1_layout,0.467268,0.343267,0.248002,3.86e-05,0.2095
87,stage1_layout,0.463573,0.342532,0.242082,3.90e-05,0.1023
88,stage1_layout,0.468357,0.345855,0.245003,3.95e-05,0.1550
89,stage1_layout,0.465452,0.343665,0.243574,3.99e-05,0.1033
90,stage1_layout,0.465257,0.343569,0.243376,4.04e-05,0.1481
91,stage1_layout,0.458144,0.337210,0.241868,4.08e-05,0.1222
92,stage1_layout,0.467770,0.345225,0.245091,4.12e-05,0.1210
93,stage1_layout,0.466509,0.344358,0.244302,4.17e-05,0.1133
94,stage1_layout,0.463404,0.340734,0.245340,4.21e-05,0.1803
95,stage1_layout,0.466337,0.344390,0.243894,4.25e-05,0.1372
96,stage1_layout,0.456122,0.334467,0.243311,4.30e-05,0.1091
97,stage1_layout,0.467307,0.344510,0.245595,4.34e-05,0.1281
98,stage1_layout,0.461493,0.339649,0.243688,4.39e-05,0.1236
99,stage1_layout,0.459782,0.339430,0.240703,4.43e-05,0.1117
100,stage1_layout,0.470955,0.347747,0.246415,4.47e-05,0.1255
101,stage1_layout,0.461430,0.340068,0.242724,4.52e-05,0.0846
102,stage1_layout,0.459251,0.338496,0.241511,4.56e-05,0.0932
103,stage1_layout,0.462182,0.341003,0.242357,4.61e-05,0.1143
104,stage1_layout,0.463828,0.339643,0.248371,4.65e-05,0.1764
105,stage1_layout,0.469440,0.347090,0.244699,4.69e-05,0.1279
106,stage1_layout,0.468597,0.345716,0.245763,4.74e-05,0.0964
107,stage1_layout,0.464766,0.342398,0.244735,4.78e-05,0.0868
108,stage1_layout,0.461213,0.339931,0.242565,4.82e-05,0.1086
109,stage1_layout,0.464292,0.342952,0.242680,4.87e-05,0.1736
110,stage1_layout,0.462085,0.340640,0.242891,4.91e-05,0.1492
111,stage1_layout,0.461606,0.341391,0.240429,4.96e-05,0.1011
112,stage1_layout,0.460431,0.339813,0.241236,5.00e-05,0.0852
113,stage1_layout,0.462780,0.342701,0.240158,5.00e-05,0.1580
114,stage1_layout,0.461584,0.341785,0.239598,5.00e-05,0.0798
115,stage1_layout,0.459215,0.339494,0.239441,5.00e-05,0.1095
116,stage1_layout,0.469290,0.345905,0.246770,5.00e-05,0.1559
117,stage1_layout,0.469397,0.346236,0.246321,5.00e-05,0.1398
118,stage1_layout,0.459427,0.338670,0.241515,5.00e-05,0.1134
119,stage1_layout,0.456912,0.338323,0.237179,5.00e-05,0.1184
120,stage1_layout,0.468516,0.345964,0.245103,5.00e-05,0.0881
121,stage1_layout,0.464436,0.343864,0.241144,5.00e-05,0.0938
122,stage1_layout,0.465035,0.344929,0.240211,5.00e-05,0.1442
123,stage1_layout,0.459799,0.340354,0.238890,5.00e-05,0.0832
124,stage1_layout,0.468123,0.344602,0.247042,5.00e-05,0.1165
125,stage1_layout,0.453972,0.335994,0.235955,5.00e-05,0.0963
126,stage1_layout,0.460621,0.339822,0.241598,5.00e-05,0.1700
127,stage1_layout,0.466448,0.344973,0.242951,5.00e-05,0.0781
128,stage1_layout,0.463004,0.341840,0.242328,5.00e-05,0.1147
129,stage1_layout,0.459167,0.339098,0.240137,5.00e-05,0.0916
130,stage1_layout,0.459324,0.339783,0.239082,5.00e-05,0.1149
131,stage1_layout,0.467598,0.346116,0.242964,5.00e-05,0.2664
132,stage1_layout,0.461893,0.342669,0.238448,5.00e-05,0.1412
133,stage1_layout,0.448450,0.329795,0.237309,5.00e-05,0.1018
134,stage1_layout,0.467114,0.346282,0.241664,5.00e-05,0.1547
135,stage1_layout,0.466071,0.344590,0.242963,5.00e-05,0.1270
136,stage1_layout,0.463614,0.342038,0.243153,5.00e-05,0.0972
137,stage1_layout,0.464132,0.343815,0.240633,5.00e-05,0.1169
138,stage1_layout,0.460726,0.339390,0.242673,5.00e-05,0.1795
139,stage1_layout,0.470861,0.347426,0.246870,5.00e-05,0.3406
140,stage1_layout,0.458103,0.338368,0.239471,5.00e-05,0.1112
141,stage1_layout,0.461994,0.342387,0.239215,5.00e-05,0.0958
142,stage1_layout,0.465453,0.342792,0.245321,5.00e-05,0.1406
143,stage1_layout,0.469870,0.346844,0.246053,5.00e-05,0.1177
144,stage1_layout,0.450206,0.332544,0.235324,5.00e-05,0.0909
145,stage1_layout,0.455996,0.337633,0.236724,5.00e-05,0.1244
146,stage1_layout,0.463804,0.342119,0.243370,5.00e-05,0.1144
147,stage1_layout,0.461966,0.341527,0.240878,5.00e-05,0.2328
148,stage1_layout,0.456612,0.338284,0.236655,5.00e-05,0.1323
149,stage1_layout,0.446833,0.328224,0.237218,5.00e-05,0.0996
150,stage1_layout,0.460817,0.340446,0.240741,5.00e-05,0.0999
151,stage1_layout,0.450021,0.332908,0.234226,5.00e-05,0.0820
152,stage1_layout,0.453279,0.335707,0.235144,5.00e-05,0.0883
153,stage1_layout,0.455563,0.338496,0.234135,5.00e-05,0.0752
154,stage1_layout,0.461763,0.341230,0.241066,5.00e-05,0.0782
155,stage1_layout,0.452975,0.335667,0.234614,5.00e-05,0.1831
156,stage1_layout,0.472349,0.350233,0.244232,5.00e-05,0.1245
157,stage1_layout,0.461555,0.342493,0.238125,5.00e-05,0.1724
158,stage1_layout,0.465857,0.344273,0.243169,5.00e-05,0.1395
159,stage1_layout,0.458907,0.340336,0.237142,5.00e-05,0.0872
160,stage1_layout,0.453807,0.336099,0.235415,5.00e-05,0.1232
161,stage1_layout,0.455682,0.337259,0.236846,5.00e-05,0.0891
162,stage1_layout,0.463305,0.342889,0.240831,5.00e-05,0.0995
163,stage1_layout,0.455811,0.337432,0.236759,5.00e-05,0.0877
164,stage1_layout,0.459247,0.341375,0.235743,5.00e-05,0.1481
165,stage1_layout,0.454967,0.337048,0.235839,5.00e-05,0.1335
166,stage1_layout,0.463448,0.341064,0.244768,5.00e-05,0.1462
167,stage1_layout,0.460071,0.341512,0.237119,5.00e-05,0.1247
168,stage1_layout,0.462161,0.342951,0.238421,5.00e-05,0.0775
169,stage1_layout,0.456880,0.339669,0.234422,5.00e-05,0.0832
170,stage1_layout,0.456978,0.338790,0.236376,5.00e-05,0.1851
171,stage1_layout,0.452578,0.334974,0.235207,5.00e-05,0.0776
172,stage1_layout,0.446713,0.331512,0.230403,5.00e-05,0.0685
173,stage1_layout,0.459326,0.339701,0.239251,5.00e-05,0.0896
174,stage1_layout,0.458140,0.338410,0.239461,5.00e-05,0.0881
175,stage1_layout,0.457533,0.340029,0.235009,5.00e-05,0.0790
176,stage1_layout,0.455858,0.336304,0.239108,5.00e-05,0.0838
177,stage1_layout,0.457513,0.340374,0.234277,5.00e-05,0.0984
178,stage1_layout,0.461503,0.340883,0.241240,5.00e-05,0.1477
179,stage1_layout,0.457208,0.339424,0.235569,5.00e-05,0.0860
180,stage1_layout,0.452868,0.335994,0.233749,5.00e-05,0.0776
181,stage1_layout,0.450486,0.334443,0.232086,5.00e-05,0.0832
182,stage1_layout,0.462278,0.342620,0.239317,5.00e-05,0.0994
183,stage1_layout,0.458485,0.339974,0.237023,5.00e-05,0.0917
184,stage1_layout,0.463433,0.344600,0.237667,5.00e-05,0.1132
185,stage1_layout,0.456160,0.339355,0.233610,5.00e-05,0.0810
186,stage1_layout,0.457427,0.338356,0.238143,5.00e-05,0.0897
187,stage1_layout,0.455384,0.338017,0.234733,5.00e-05,0.0813
188,stage1_layout,0.460565,0.341979,0.237172,5.00e-05,0.1214
189,stage1_layout,0.448107,0.331901,0.232412,5.00e-05,0.0868
190,stage1_layout,0.452902,0.336067,0.233670,5.00e-05,0.0924
191,stage1_layout,0.458829,0.340988,0.235684,5.00e-05,0.0689
192,stage1_layout,0.453275,0.336485,0.233582,5.00e-05,0.0656
193,stage1_layout,0.457019,0.339222,0.235593,5.00e-05,0.0865
194,stage1_layout,0.457670,0.339616,0.236108,5.00e-05,0.0704
195,stage1_layout,0.451264,0.334751,0.233027,5.00e-05,0.0922
196,stage1_layout,0.456917,0.339198,0.235438,5.00e-05,0.0663
197,stage1_layout,0.458040,0.339523,0.237033,5.00e-05,0.0905
198,stage1_layout,0.460206,0.340238,0.239935,5.00e-05,0.0849
199,stage1_layout,0.452721,0.335362,0.234718,5.00e-05,0.0773
200,stage1_layout,0.461658,0.342701,0.237915,5.00e-05,0.0986
201,stage1_layout,0.457498,0.339216,0.236566,5.00e-05,0.0805
202,stage1_layout,0.451393,0.334507,0.233773,5.00e-05,0.0788
203,stage1_layout,0.455160,0.337329,0.235662,5.00e-05,0.1568
204,stage1_layout,0.450898,0.335215,0.231366,5.00e-05,0.1188
205,stage1_layout,0.465344,0.345032,0.240624,5.00e-05,0.0941
206,stage1_layout,0.452761,0.335522,0.234480,5.00e-05,0.0769
207,stage1_layout,0.458326,0.339817,0.237019,5.00e-05,0.0731
208,stage1_layout,0.455853,0.338823,0.234060,5.00e-05,0.0695
209,stage1_layout,0.448038,0.332465,0.231147,5.00e-05,0.1100
210,stage1_layout,0.455756,0.337530,0.236452,5.00e-05,0.0870
211,stage1_layout,0.461934,0.343430,0.237008,5.00e-05,0.0763
212,stage1_layout,0.462251,0.344155,0.236192,5.00e-05,0.0842
213,stage1_layout,0.463452,0.344026,0.238853,5.00e-05,0.0750
214,stage1_layout,0.457807,0.338199,0.239217,5.00e-05,0.0871
215,stage1_layout,0.466646,0.346556,0.240179,5.00e-05,0.0865
216,stage1_layout,0.459213,0.341524,0.235379,5.00e-05,0.0720
217,stage1_layout,0.450020,0.334685,0.230671,5.00e-05,0.0779
218,stage1_layout,0.450910,0.335003,0.231814,5.00e-05,0.1271
219,stage1_layout,0.455380,0.338385,0.233990,5.00e-05,0.0987
220,stage1_layout,0.461237,0.341369,0.239737,5.00e-05,0.0796
221,stage1_layout,0.463820,0.344550,0.238539,5.00e-05,0.1153
222,stage1_layout,0.461926,0.343443,0.236966,5.00e-05,0.1534
223,stage1_layout,0.458031,0.340923,0.234216,5.00e-05,0.1130
224,stage1_layout,0.458674,0.339939,0.237469,5.00e-05,0.0904
225,stage1_layout,0.457668,0.339437,0.236462,5.00e-05,0.1090
226,stage1_layout,0.452777,0.336564,0.232426,5.00e-05,0.0741
227,stage1_layout,0.457313,0.339929,0.234769,5.00e-05,0.1144
228,stage1_layout,0.459716,0.343031,0.233370,5.00e-05,0.0665
229,stage1_layout,0.453945,0.337835,0.232221,5.00e-05,0.0863
230,stage1_layout,0.456708,0.340362,0.232693,5.00e-05,0.0816
231,stage1_layout,0.456328,0.339608,0.233442,5.00e-05,0.0811
232,stage1_layout,0.453195,0.337119,0.232152,5.00e-05,0.0747
233,stage1_layout,0.459482,0.342110,0.234743,5.00e-05,0.1587
234,stage1_layout,0.450308,0.335897,0.228822,5.00e-05,0.0736
235,stage1_layout,0.454573,0.338354,0.232439,5.00e-05,0.0835
236,stage1_layout,0.449411,0.334685,0.229453,5.00e-05,0.0899
237,stage1_layout,0.450178,0.334683,0.230990,5.00e-05,0.0666
238,stage1_layout,0.449759,0.333362,0.232793,5.00e-05,0.1283
239,stage1_layout,0.453108,0.337376,0.231465,5.00e-05,0.0942
240,stage1_layout,0.455560,0.338812,0.233496,5.00e-05,0.0731
241,stage1_layout,0.455045,0.337410,0.235269,5.00e-05,0.1185
242,stage1_layout,0.464488,0.345508,0.237960,5.00e-05,0.1063
243,stage1_layout,0.461931,0.343180,0.237502,5.00e-05,0.1012
244,stage1_layout,0.454517,0.339035,0.230963,5.00e-05,0.0965
245,stage1_layout,0.456721,0.339936,0.233570,5.00e-05,0.0863
246,stage1_layout,0.460141,0.342344,0.235594,5.00e-05,0.0791
247,stage1_layout,0.449189,0.334694,0.228990,5.00e-05,0.0807
248,stage1_layout,0.456643,0.339542,0.234202,5.00e-05,0.0778
249,stage1_layout,0.447218,0.332947,0.228542,5.00e-05,0.0674
250,stage1_layout,0.448396,0.333972,0.228848,5.00e-05,0.0848
251,stage1_layout,0.449605,0.335011,0.229188,5.00e-05,0.0801
252,stage1_layout,0.453513,0.338220,0.230586,5.00e-05,0.0693
253,stage1_layout,0.453664,0.337977,0.231373,5.00e-05,0.0864
254,stage1_layout,0.446064,0.331451,0.229225,5.00e-05,0.0986
255,stage1_layout,0.454289,0.336714,0.235149,5.00e-05,0.0814
256,stage1_layout,0.450447,0.334894,0.231106,5.00e-05,0.0905
257,stage1_layout,0.459103,0.342698,0.232810,5.00e-05,0.0637
258,stage1_layout,0.463279,0.345920,0.234719,5.00e-05,0.0677
259,stage1_layout,0.448319,0.333774,0.229090,5.00e-05,0.0720
260,stage1_layout,0.459281,0.341337,0.235887,5.00e-05,0.0832
261,stage1_layout,0.460882,0.343634,0.234494,5.00e-05,0.0904
262,stage1_layout,0.458518,0.342217,0.232603,5.00e-05,0.1159
263,stage1_layout,0.454763,0.336570,0.236386,5.00e-05,0.1163
264,stage1_layout,0.452882,0.336501,0.232763,5.00e-05,0.0917
265,stage1_layout,0.449607,0.334315,0.230586,5.00e-05,0.0687
266,stage1_layout,0.448157,0.332717,0.230881,5.00e-05,0.0853
267,stage1_layout,0.450361,0.334797,0.231128,5.00e-05,0.0764
268,stage1_layout,0.454030,0.340058,0.227945,5.00e-05,0.0662
269,stage1_layout,0.456028,0.338653,0.234750,5.00e-05,0.0971
270,stage1_layout,0.449102,0.333442,0.231319,5.00e-05,0.1283
271,stage1_layout,0.460334,0.341776,0.237116,5.00e-05,0.1050
272,stage1_layout,0.435704,0.321986,0.227436,5.00e-05,0.0987
273,stage1_layout,0.453714,0.337053,0.233322,5.00e-05,0.0844
274,stage1_layout,0.450753,0.335616,0.230275,5.00e-05,0.0829
275,stage1_layout,0.443720,0.330402,0.226636,5.00e-05,0.0935
276,stage1_layout,0.453495,0.338379,0.230231,5.00e-05,0.0818
277,stage1_layout,0.449700,0.334980,0.229440,5.00e-05,0.0770
278,stage1_layout,0.451854,0.335788,0.232132,5.00e-05,0.0794
279,stage1_layout,0.454452,0.338206,0.232491,5.00e-05,0.0714
280,stage1_layout,0.460202,0.342823,0.234757,5.00e-05,0.0856
281,stage1_layout,0.457257,0.340185,0.234144,5.00e-05,0.0831
282,stage1_layout,0.453675,0.337073,0.233205,5.00e-05,0.0794
283,stage1_layout,0.454404,0.338603,0.231603,5.00e-05,0.0807
284,stage1_layout,0.449259,0.335011,0.228497,5.00e-05,0.0724
285,stage1_layout,0.465463,0.347659,0.235609,5.00e-05,0.0799
286,stage1_layout,0.446991,0.332587,0.228809,5.00e-05,0.0834
287,stage1_layout,0.454947,0.338219,0.233456,5.00e-05,0.0749
288,stage1_layout,0.438020,0.324520,0.227000,5.00e-05,0.1017
289,stage1_layout,0.458335,0.341335,0.234001,5.00e-05,0.0793
290,stage1_layout,0.454861,0.338868,0.231986,5.00e-05,0.0840
291,stage1_layout,0.451443,0.335395,0.232096,5.00e-05,0.0773
292,stage1_layout,0.462349,0.344158,0.236382,5.00e-05,0.0924
293,stage1_layout,0.453162,0.338736,0.228852,5.00e-05,0.0786
294,stage1_layout,0.461812,0.342700,0.238226,5.00e-05,0.0893
295,stage1_layout,0.438181,0.325258,0.225845,5.00e-05,0.1288
296,stage1_layout,0.454483,0.339886,0.229194,5.00e-05,0.0794
297,stage1_layout,0.458533,0.342354,0.232358,5.00e-05,0.1361
298,stage1_layout,0.456212,0.340951,0.230522,5.00e-05,0.1023
299,stage1_layout,0.446641,0.332768,0.227746,5.00e-05,0.0914
300,stage1_layout,0.439530,0.326533,0.225993,5.00e-05,0.0822
301,stage1_layout,0.467892,0.349967,0.235850,5.00e-05,0.0717
302,stage1_layout,0.448601,0.335014,0.227175,5.00e-05,0.1021
303,stage1_layout,0.455200,0.340133,0.230133,5.00e-05,0.0770
304,stage1_layout,0.448401,0.331785,0.233233,5.00e-05,0.1312
305,stage1_layout,0.464006,0.346376,0.235260,5.00e-05,0.0684
306,stage1_layout,0.452196,0.336840,0.230712,5.00e-05,0.0721
307,stage1_layout,0.458583,0.342869,0.231427,5.00e-05,0.0750
308,stage1_layout,0.450885,0.334403,0.232964,5.00e-05,0.1041
309,stage1_layout,0.453947,0.337836,0.232223,5.00e-05,0.0640
310,stage1_layout,0.447706,0.330745,0.233921,5.00e-05,0.0814
311,stage1_layout,0.454477,0.338839,0.231275,5.00e-05,0.0591
312,stage1_layout,0.449510,0.335828,0.227364,5.00e-05,0.0864
313,stage1_layout,0.457678,0.342145,0.231067,5.00e-05,0.0928
314,stage1_layout,0.455460,0.337766,0.235388,5.00e-05,0.0824
315,stage1_layout,0.462617,0.344970,0.235293,5.00e-05,0.0747
316,stage1_layout,0.440689,0.328304,0.224771,5.00e-05,0.0765
317,stage1_layout,0.453884,0.338912,0.229943,5.00e-05,0.0714
318,stage1_layout,0.454493,0.337145,0.234695,5.00e-05,0.0893
319,stage1_layout,0.450839,0.337239,0.227200,5.00e-05,0.0906
320,stage1_layout,0.452309,0.335933,0.232753,5.00e-05,0.0773
321,stage1_layout,0.456992,0.339742,0.234500,5.00e-05,0.0901
322,stage1_layout,0.442088,0.328596,0.226984,5.00e-05,0.0855
323,stage1_layout,0.455725,0.340343,0.230766,5.00e-05,0.0871
324,stage1_layout,0.446162,0.332735,0.226854,5.00e-05,0.0762
325,stage1_layout,0.455402,0.338803,0.233198,5.00e-05,0.1167
326,stage1_layout,0.457396,0.341147,0.232497,5.00e-05,0.0664
327,stage1_layout,0.450853,0.336218,0.229269,5.00e-05,0.1078
328,stage1_layout,0.452162,0.338055,0.228213,5.00e-05,0.0710
329,stage1_layout,0.447725,0.333622,0.228207,5.00e-05,0.0883
330,stage1_layout,0.442179,0.327630,0.229098,5.00e-05,0.0709
331,stage1_layout,0.437498,0.323634,0.227729,5.00e-05,0.0858
332,stage1_layout,0.452125,0.337587,0.229077,5.00e-05,0.1176
333,stage1_layout,0.454397,0.338758,0.231278,5.00e-05,0.0877
334,stage1_layout,0.451415,0.337046,0.228737,5.00e-05,0.0653
335,stage1_layout,0.458231,0.341565,0.233332,5.00e-05,0.0944
336,stage1_layout,0.450034,0.335281,0.229507,5.00e-05,0.0927
337,stage1_layout,0.455007,0.340523,0.228967,5.00e-05,0.0788
338,stage1_layout,0.460905,0.343135,0.235539,5.00e-05,0.0702
339,stage1_layout,0.446253,0.333254,0.225998,5.00e-05,0.0760
340,stage1_layout,0.449000,0.334696,0.228606,5.00e-05,0.0975
341,stage1_layout,0.447495,0.334119,0.226752,5.00e-05,0.0832
342,stage1_layout,0.446558,0.333663,0.225790,5.00e-05,0.0932
343,stage1_layout,0.452837,0.337982,0.229711,5.00e-05,0.0791
344,stage1_layout,0.463797,0.344977,0.237640,5.00e-05,0.0757
345,stage1_layout,0.450934,0.336866,0.228138,5.00e-05,0.0772
346,stage1_layout,0.451395,0.336343,0.230105,5.00e-05,0.0955
347,stage1_layout,0.448145,0.334328,0.227634,5.00e-05,0.0882
348,stage1_layout,0.443804,0.331443,0.224722,5.00e-05,0.0744
349,stage1_layout,0.451270,0.338309,0.225923,5.00e-05,0.0983
350,stage1_layout,0.449672,0.336070,0.227203,5.00e-05,0.0590
351,stage1_layout,0.457207,0.342342,0.229729,5.00e-05,0.0605
352,stage1_layout,0.454475,0.338353,0.232245,5.00e-05,0.0857
353,stage1_layout,0.454190,0.338653,0.231075,5.00e-05,0.0781
354,stage1_layout,0.453171,0.337761,0.230820,5.00e-05,0.0786
355,stage1_layout,0.454642,0.339781,0.229722,5.00e-05,0.0699
356,stage1_layout,0.455414,0.339229,0.232370,5.00e-05,0.0764
357,stage1_layout,0.452844,0.339353,0.226982,5.00e-05,0.0847
358,stage1_layout,0.451471,0.335567,0.231809,5.00e-05,0.1084
359,stage1_layout,0.450991,0.336310,0.229361,5.00e-05,0.0996
360,stage1_layout,0.456430,0.341118,0.230625,5.00e-05,0.0746
361,stage1_layout,0.440822,0.328476,0.224693,5.00e-05,0.1223
362,stage1_layout,0.445058,0.330802,0.228511,5.00e-05,0.0731
363,stage1_layout,0.449718,0.335526,0.228385,5.00e-05,0.0769
364,stage1_layout,0.450646,0.336949,0.227395,5.00e-05,0.0958
365,stage1_layout,0.451633,0.338806,0.225654,5.00e-05,0.0809
366,stage1_layout,0.453754,0.337749,0.232010,5.00e-05,0.0726
367,stage1_layout,0.455548,0.340911,0.229274,5.00e-05,0.0541
368,stage1_layout,0.440427,0.327754,0.225346,5.00e-05,0.0954
369,stage1_layout,0.453911,0.338892,0.230039,5.00e-05,0.0866
370,stage1_layout,0.438296,0.325974,0.224644,5.00e-05,0.0617
371,stage1_layout,0.456078,0.341160,0.229836,5.00e-05,0.0733
372,stage1_layout,0.449080,0.336739,0.224683,5.00e-05,0.0724
373,stage1_layout,0.444601,0.331058,0.227086,5.00e-05,0.0939
374,stage1_layout,0.449120,0.333674,0.230891,5.00e-05,0.0639
375,stage1_layout,0.458963,0.341974,0.233978,5.00e-05,0.0920
376,stage1_layout,0.457637,0.341132,0.233010,5.00e-05,0.0895
377,stage1_layout,0.453831,0.339428,0.228805,5.00e-05,0.0830
378,stage1_layout,0.449018,0.335533,0.226969,5.00e-05,0.0825
379,stage1_layout,0.450967,0.336497,0.228940,5.00e-05,0.0613
380,stage1_layout,0.453986,0.339449,0.229075,5.00e-05,0.0791
381,stage1_layout,0.452543,0.339035,0.227016,5.00e-05,0.0645
382,stage1_layout,0.448852,0.335760,0.226184,5.00e-05,0.0776
383,stage1_layout,0.452362,0.338081,0.228561,5.00e-05,0.0636
384,stage1_layout,0.447050,0.334279,0.225541,5.00e-05,0.0922
385,stage1_layout,0.450923,0.336927,0.227993,5.00e-05,0.0710
386,stage1_layout,0.444193,0.330381,0.227622,5.00e-05,0.0715
