step,epoch,loss_jepa,loss_total,lr,grad_norm,throughput,val_loss
430,5,0.474414,0.474414,4.27e-05,0.1181,0.09,
431,5,0.462329,0.462329,4.30e-05,0.0999,0.08,
432,5,0.465557,0.465557,4.33e-05,0.1231,0.08,
433,5,0.471751,0.471751,4.36e-05,0.1575,0.08,
434,5,0.474777,0.474777,4.39e-05,0.0946,0.09,
434,5,,,,,,0.466140
435,5,0.464233,0.464233,4.42e-05,0.1138,0.01,
436,5,0.478475,0.478475,4.44e-05,0.1317,0.09,
437,5,0.473234,0.473234,4.47e-05,0.0882,0.09,
438,5,0.450587,0.450587,4.50e-05,0.1523,0.09,
439,5,0.471228,0.471228,4.53e-05,0.1410,0.08,
440,5,0.463335,0.463335,4.56e-05,0.1081,0.08,
441,5,0.472567,0.472567,4.59e-05,0.1248,0.08,
442,5,0.466264,0.466264,4.62e-05,0.1757,0.08,
443,5,0.463779,0.463779,4.65e-05,0.1102,0.08,
444,5,0.470164,0.470164,4.68e-05,0.1623,0.08,
445,5,0.473817,0.473817,4.71e-05,0.0739,0.09,
446,5,0.475060,0.475060,4.74e-05,0.1582,0.09,
447,5,0.470877,0.470877,4.77e-05,0.1419,0.08,
448,5,0.478551,0.478551,4.80e-05,0.0877,0.09,
449,5,0.470384,0.470384,4.82e-05,0.1220,0.09,
449,5,,,,,,0.466774
450,5,0.466516,0.466516,4.85e-05,0.1156,0.01,
451,5,0.469224,0.469224,4.88e-05,0.0999,0.07,
452,5,0.470090,0.470090,4.91e-05,0.1284,0.08,
453,5,0.464596,0.464596,4.94e-05,0.1154,0.08,
454,5,0.459277,0.459277,4.97e-05,0.1274,0.08,
455,5,0.459436,0.459436,5.00e-05,0.0914,0.08,
456,6,0.464409,0.464409,5.00e-05,0.1003,0.08,
457,6,0.473699,0.473699,5.00e-05,0.1281,0.09,
458,6,0.465991,0.465991,5.00e-05,0.1042,0.08,
459,6,0.460586,0.460586,5.00e-05,0.1224,0.08,
460,6,0.461025,0.461025,5.00e-05,0.1306,0.08,
461,6,0.466631,0.466631,5.00e-05,0.1146,0.08,
462,6,0.473173,0.473173,5.00e-05,0.1022,0.08,
463,6,0.466240,0.466240,5.00e-05,0.1266,0.08,
464,6,0.460506,0.460506,5.00e-05,0.0943,0.08,
464,6,,,,,,0.464253
465,6,0.473316,0.473316,5.00e-05,0.0998,0.01,
466,6,0.471615,0.471615,5.00e-05,0.1315,0.08,
467,6,0.463866,0.463866,5.00e-05,0.0955,0.08,
468,6,0.476309,0.476309,5.00e-05,0.0997,0.08,
469,6,0.467661,0.467661,5.00e-05,0.1078,0.09,
470,6,0.465097,0.465097,5.00e-05,0.1058,0.09,
471,6,0.452525,0.452525,5.00e-05,1.2217,0.08,
472,6,0.470973,0.470973,5.00e-05,0.1187,0.10,
473,6,0.469135,0.469135,5.00e-05,0.1050,0.09,
474,6,0.461374,0.461374,5.00e-05,0.1160,0.09,
475,6,0.458672,0.458672,4.99e-05,0.1601,0.07,
476,6,0.471033,0.471033,4.99e-05,0.1550,0.08,
477,6,0.453994,0.453994,4.99e-05,0.0896,0.08,
478,6,0.466071,0.466071,4.99e-05,0.0996,0.08,
479,6,0.471434,0.471434,4.99e-05,0.1895,0.08,
479,6,,,,,,0.463429
480,6,0.466971,0.466971,4.99e-05,0.1379,0.01,
481,6,0.468517,0.468517,4.99e-05,0.0909,0.08,
482,6,0.471056,0.471056,4.99e-05,0.1020,0.08,
483,6,0.480028,0.480028,4.99e-05,0.1105,0.09,
484,6,0.463946,0.463946,4.99e-05,0.1258,0.08,
485,6,0.459939,0.459939,4.99e-05,0.1010,0.08,
486,6,0.463501,0.463501,4.99e-05,0.1142,0.08,
487,6,0.457007,0.457007,4.99e-05,0.1139,0.07,
488,6,0.461077,0.461077,4.99e-05,0.0747,0.07,
489,6,0.470144,0.470144,4.98e-05,0.0905,0.08,
490,6,0.457532,0.457532,4.98e-05,0.0996,0.08,
491,6,0.461276,0.461276,4.98e-05,0.1703,0.08,
492,6,0.461126,0.461126,4.98e-05,0.0778,0.08,
493,6,0.450803,0.450803,4.98e-05,0.1490,0.08,
494,6,0.456125,0.456125,4.98e-05,0.1078,0.08,
494,6,,,,,,0.461651
495,6,0.474016,0.474016,4.98e-05,0.1839,0.01,
496,6,0.468698,0.468698,4.98e-05,0.1470,0.08,
497,6,0.462475,0.462475,4.98e-05,0.0953,0.08,
498,6,0.466557,0.466557,4.98e-05,0.1591,0.08,
499,6,0.467378,0.467378,4.97e-05,0.1019,0.08,
500,6,0.458112,0.458112,4.97e-05,0.1040,0.08,
501,6,0.461734,0.461734,4.97e-05,0.1142,0.08,
502,6,0.453358,0.453358,4.97e-05,0.1070,0.07,
503,6,0.461434,0.461434,4.97e-05,0.0899,0.07,
504,6,0.472324,0.472324,4.97e-05,0.0999,0.08,
505,6,0.455425,0.455425,4.97e-05,0.1389,0.07,
506,6,0.465945,0.465945,4.97e-05,0.0974,0.08,
507,6,0.473706,0.473706,4.96e-05,0.1776,0.08,
508,6,0.464884,0.464884,4.96e-05,0.1155,0.08,
509,6,0.459834,0.459834,4.96e-05,0.0968,0.08,
509,6,,,,,,0.461778
510,6,0.463920,0.463920,4.96e-05,0.0712,0.01,
511,6,0.465886,0.465886,4.96e-05,0.1025,0.08,
512,6,0.469110,0.469110,4.96e-05,0.0858,0.09,
513,6,0.470311,0.470311,4.96e-05,0.2048,0.08,
514,6,0.473853,0.473853,4.95e-05,0.1027,0.08,
515,6,0.448001,0.448001,4.95e-05,0.1056,0.09,
516,6,0.465485,0.465485,4.95e-05,0.1920,0.09,
517,6,0.460694,0.460694,4.95e-05,0.0867,0.07,
518,6,0.474938,0.474938,4.95e-05,0.1206,0.08,
519,6,0.467967,0.467967,4.95e-05,0.0934,0.08,
520,6,0.461621,0.461621,4.94e-05,0.1037,0.08,
521,6,0.458226,0.458226,4.94e-05,0.1311,0.08,
522,6,0.465176,0.465176,4.94e-05,0.1024,0.08,
523,6,0.464140,0.464140,4.94e-05,0.1221,0.07,
524,6,0.455651,0.455651,4.94e-05,0.1342,0.07,
524,6,,,,,,0.465853
525,6,0.454954,0.454954,4.94e-05,0.0984,0.01,
526,6,0.470519,0.470519,4.93e-05,0.1140,0.08,
527,6,0.470507,0.470507,4.93e-05,0.0967,0.08,
528,6,0.470716,0.470716,4.93e-05,0.0994,0.09,
529,6,0.463527,0.463527,4.93e-05,0.1126,0.08,
530,6,0.454643,0.454643,4.93e-05,0.0855,0.08,
531,6,0.465302,0.465302,4.92e-05,0.2165,0.08,
532,7,0.473986,0.473986,4.92e-05,0.1166,0.09,
533,7,0.463998,0.463998,4.92e-05,0.1050,0.08,
534,7,0.466688,0.466688,4.92e-05,0.1011,0.08,
535,7,0.465347,0.465347,4.92e-05,0.0877,0.09,
536,7,0.467450,0.467450,4.91e-05,0.0862,0.08,
537,7,0.468868,0.468868,4.91e-05,0.1024,0.08,
538,7,0.463961,0.463961,4.91e-05,0.0980,0.08,
539,7,0.453209,0.453209,4.91e-05,0.1112,0.08,
539,7,,,,,,0.463607
540,7,0.456953,0.456953,4.91e-05,0.0793,0.01,
541,7,0.459390,0.459390,4.90e-05,0.0769,0.08,
542,7,0.459684,0.459684,4.90e-05,0.1040,0.08,
543,7,0.461013,0.461013,4.90e-05,0.0797,0.08,
544,7,0.456872,0.456872,4.90e-05,0.1537,0.08,
545,7,0.462711,0.462711,4.89e-05,0.0917,0.08,
546,7,0.455200,0.455200,4.89e-05,0.1128,0.08,
547,7,0.462872,0.462872,4.89e-05,0.0830,0.08,
548,7,0.464471,0.464471,4.89e-05,0.1046,0.08,
549,7,0.465405,0.465405,4.88e-05,0.0856,0.08,
550,7,0.460236,0.460236,4.88e-05,0.0931,0.08,
551,7,0.469114,0.469114,4.88e-05,0.0833,0.08,
552,7,0.468493,0.468493,4.88e-05,0.0845,0.08,
553,7,0.457824,0.457824,4.87e-05,0.0730,0.08,
554,7,0.456440,0.456440,4.87e-05,0.0716,0.08,
554,7,,,,,,0.458653
555,7,0.460227,0.460227,4.87e-05,0.0752,0.01,
556,7,0.456420,0.456420,4.87e-05,0.1134,0.07,
557,7,0.471424,0.471424,4.86e-05,0.0678,0.08,
558,7,0.461576,0.461576,4.86e-05,0.0806,0.08,
559,7,0.462037,0.462037,4.86e-05,0.0752,0.08,
560,7,0.468025,0.468025,4.86e-05,0.1148,0.08,
561,7,0.473984,0.473984,4.85e-05,0.1254,0.08,
562,7,0.467508,0.467508,4.85e-05,0.0907,0.09,
563,7,0.465097,0.465097,4.85e-05,0.0951,0.08,
564,7,0.462343,0.462343,4.85e-05,0.0858,0.08,
565,7,0.459042,0.459042,4.84e-05,0.1260,0.08,
566,7,0.462887,0.462887,4.84e-05,0.1324,0.08,
567,7,0.447194,0.447194,4.84e-05,0.1111,0.08,
568,7,0.441868,0.441868,4.83e-05,0.1045,0.08,
569,7,0.459584,0.459584,4.83e-05,0.1206,0.08,
569,7,,,,,,0.462902
570,7,0.453383,0.453383,4.83e-05,0.0944,0.01,
571,7,0.459803,0.459803,4.83e-05,0.0825,0.09,
572,7,0.456866,0.456866,4.82e-05,0.0788,0.08,
573,7,0.464859,0.464859,4.82e-05,0.0828,0.08,
574,7,0.465174,0.465174,4.82e-05,0.0893,0.08,
575,7,0.460468,0.460468,4.81e-05,0.1172,0.08,
576,7,0.465888,0.465888,4.81e-05,0.1100,0.08,
577,7,0.465898,0.465898,4.81e-05,0.0701,0.09,
578,7,0.457199,0.457199,4.80e-05,0.0862,0.08,
579,7,0.464781,0.464781,4.80e-05,0.0740,0.08,
580,7,0.462372,0.462372,4.80e-05,0.0836,0.08,
581,7,0.459460,0.459460,4.79e-05,0.0922,0.08,
582,7,0.472063,0.472063,4.79e-05,0.0931,0.08,
583,7,0.464394,0.464394,4.79e-05,0.1090,0.09,
584,7,0.466772,0.466772,4.78e-05,0.0932,0.08,
584,7,,,,,,0.462564
585,7,0.465234,0.465234,4.78e-05,0.0972,0.01,
586,7,0.453226,0.453226,4.78e-05,0.0684,0.07,
587,7,0.455889,0.455889,4.77e-05,0.0761,0.07,
588,7,0.460707,0.460707,4.77e-05,0.0867,0.07,
589,7,0.460190,0.460190,4.77e-05,0.0951,0.08,
590,7,0.468084,0.468084,4.76e-05,0.0979,0.08,
591,7,0.462256,0.462256,4.76e-05,0.0952,0.08,
592,7,0.456814,0.456814,4.76e-05,0.0883,0.13,
593,7,0.457305,0.457305,4.75e-05,0.0757,0.10,
594,7,0.460442,0.460442,4.75e-05,0.0815,0.09,
595,7,0.454444,0.454444,4.75e-05,0.1043,0.07,
596,7,0.465666,0.465666,4.74e-05,0.0792,0.08,
597,7,0.461981,0.461981,4.74e-05,0.0679,0.08,
598,7,0.466755,0.466755,4.74e-05,0.1890,0.09,
599,7,0.462850,0.462850,4.73e-05,0.0794,0.08,
599,7,,,,,,0.460467
600,7,0.461777,0.461777,4.73e-05,0.0811,0.01,
601,7,0.464976,0.464976,4.73e-05,0.1634,0.08,
602,7,0.456329,0.456329,4.72e-05,0.1586,0.08,
603,7,0.460134,0.460134,4.72e-05,0.1063,0.08,
604,7,0.458751,0.458751,4.71e-05,0.0756,0.08,
605,7,0.467690,0.467690,4.71e-05,0.0828,0.08,
606,7,0.465193,0.465193,4.71e-05,0.0817,0.08,
607,7,0.461502,0.461502,4.70e-05,0.0847,0.08,
608,8,0.451940,0.451940,4.70e-05,0.0924,0.07,
609,8,0.453954,0.453954,4.69e-05,0.0758,0.08,
610,8,0.454333,0.454333,4.69e-05,0.0880,0.07,
611,8,0.464689,0.464689,4.69e-05,0.0909,0.08,
612,8,0.450851,0.450851,4.68e-05,0.0874,0.08,
613,8,0.463632,0.463632,4.68e-05,0.0781,0.09,
614,8,0.458047,0.458047,4.68e-05,0.0710,0.09,
614,8,,,,,,0.458728
615,8,0.464499,0.464499,4.67e-05,0.0687,0.01,
616,8,0.468370,0.468370,4.67e-05,0.1232,0.08,
617,8,0.467030,0.467030,4.66e-05,0.0848,0.09,
618,8,0.456106,0.456106,4.66e-05,0.0911,0.08,
619,8,0.457214,0.457214,4.65e-05,0.0842,0.08,
620,8,0.456578,0.456578,4.65e-05,0.0903,0.08,
621,8,0.457025,0.457025,4.65e-05,0.1592,0.08,
622,8,0.454482,0.454482,4.64e-05,0.1072,0.08,
623,8,0.449550,0.449550,4.64e-05,0.1051,0.08,
624,8,0.466237,0.466237,4.63e-05,0.0927,0.08,
625,8,0.457925,0.457925,4.63e-05,0.0834,0.08,
626,8,0.452861,0.452861,4.63e-05,0.0939,0.08,
627,8,0.455871,0.455871,4.62e-05,0.0763,0.07,
628,8,0.453865,0.453865,4.62e-05,0.1156,0.08,
629,8,0.450812,0.450812,4.61e-05,0.0679,0.08,
629,8,,,,,,0.461307
630,8,0.463735,0.463735,4.61e-05,0.0804,0.01,
631,8,0.456173,0.456173,4.60e-05,0.0789,0.07,
632,8,0.459044,0.459044,4.60e-05,0.0904,0.07,
633,8,0.461554,0.461554,4.60e-05,0.0684,0.08,
634,8,0.467144,0.467144,4.59e-05,0.1652,0.08,
635,8,0.461044,0.461044,4.59e-05,0.0758,0.08,
636,8,0.466715,0.466715,4.58e-05,0.1078,0.08,
637,8,0.463161,0.463161,4.58e-05,0.0844,0.08,
638,8,0.465009,0.465009,4.57e-05,0.0959,0.08,
639,8,0.456000,0.456000,4.57e-05,0.0943,0.08,
640,8,0.465457,0.465457,4.56e-05,0.1130,0.07,
641,8,0.456731,0.456731,4.56e-05,0.1653,0.07,
642,8,0.456660,0.456660,4.55e-05,0.0632,0.08,
643,8,0.460694,0.460694,4.55e-05,0.0857,0.09,
644,8,0.461815,0.461815,4.55e-05,0.0705,0.09,
644,8,,,,,,0.457742
645,8,0.441659,0.441659,4.54e-05,0.1088,0.01,
646,8,0.434818,0.434818,4.54e-05,0.1383,0.08,
647,8,0.457545,0.457545,4.53e-05,0.0783,0.08,
648,8,0.461345,0.461345,4.53e-05,0.0993,0.09,
649,8,0.456983,0.456983,4.52e-05,0.0871,0.08,
650,8,0.455682,0.455682,4.52e-05,0.0796,0.08,
651,8,0.465405,0.465405,4.51e-05,0.1221,0.08,
652,8,0.461407,0.461407,4.51e-05,0.0928,0.08,
653,8,0.468357,0.468357,4.50e-05,0.0786,0.08,
654,8,0.461223,0.461223,4.50e-05,0.0861,0.08,
655,8,0.452157,0.452157,4.49e-05,0.0899,0.07,
656,8,0.468199,0.468199,4.49e-05,0.0879,0.08,
657,8,0.455518,0.455518,4.48e-05,0.0709,0.08,
658,8,0.463321,0.463321,4.48e-05,0.0993,0.09,
659,8,0.455608,0.455608,4.47e-05,0.1257,0.08,
659,8,,,,,,0.458017
660,8,0.460338,0.460338,4.47e-05,0.0988,0.01,
661,8,0.463784,0.463784,4.46e-05,0.1107,0.08,
662,8,0.455496,0.455496,4.46e-05,0.1015,0.08,
663,8,0.457293,0.457293,4.45e-05,0.1054,0.08,
664,8,0.466785,0.466785,4.45e-05,0.0723,0.08,
665,8,0.459346,0.459346,4.44e-05,0.0807,0.08,
666,8,0.456316,0.456316,4.44e-05,0.0731,0.08,
667,8,0.450008,0.450008,4.43e-05,0.0745,0.07,
668,8,0.464077,0.464077,4.43e-05,0.1107,0.08,
669,8,0.457169,0.457169,4.42e-05,0.0974,0.09,
670,8,0.461122,0.461122,4.42e-05,0.0886,0.08,
671,8,0.461321,0.461321,4.41e-05,0.0836,0.08,
672,8,0.452100,0.452100,4.41e-05,0.1101,0.08,
673,8,0.467189,0.467189,4.40e-05,0.1063,0.08,
674,8,0.461542,0.461542,4.40e-05,0.0870,0.08,
674,8,,,,,,0.459753
675,8,0.461447,0.461447,4.39e-05,0.0858,0.01,
676,8,0.459529,0.459529,4.39e-05,0.0736,0.08,
677,8,0.458168,0.458168,4.38e-05,0.0668,0.08,
678,8,0.448417,0.448417,4.37e-05,0.1106,0.08,
679,8,0.467305,0.467305,4.37e-05,0.0810,0.09,
680,8,0.464812,0.464812,4.36e-05,0.0626,0.09,
681,8,0.466499,0.466499,4.36e-05,0.0939,0.09,
682,8,0.457930,0.457930,4.35e-05,0.0898,0.08,
683,8,0.457109,0.457109,4.35e-05,0.0872,0.08,
684,9,0.460049,0.460049,4.34e-05,0.0827,0.07,
685,9,0.457373,0.457373,4.34e-05,0.0814,0.08,
686,9,0.466782,0.466782,4.33e-05,0.0827,0.08,
687,9,0.459422,0.459422,4.33e-05,0.0808,0.08,
688,9,0.464965,0.464965,4.32e-05,0.0836,0.09,
689,9,0.465657,0.465657,4.31e-05,0.1456,0.09,
689,9,,,,,,0.458417
690,9,0.449667,0.449667,4.31e-05,0.0770,0.01,
691,9,0.458385,0.458385,4.30e-05,0.0896,0.08,
692,9,0.457135,0.457135,4.30e-05,0.0890,0.08,
693,9,0.457770,0.457770,4.29e-05,0.0729,0.08,
694,9,0.449390,0.449390,4.29e-05,0.0833,0.08,
695,9,0.457575,0.457575,4.28e-05,0.0890,0.08,
696,9,0.450739,0.450739,4.27e-05,0.0707,0.08,
697,9,0.454809,0.454809,4.27e-05,0.0809,0.08,
698,9,0.453229,0.453229,4.26e-05,0.0905,0.08,
699,9,0.453706,0.453706,4.26e-05,0.0678,0.08,
700,9,0.445351,0.445351,4.25e-05,0.1603,0.08,
701,9,0.454472,0.454472,4.25e-05,0.0749,0.08,
702,9,0.467307,0.467307,4.24e-05,0.0706,0.08,
703,9,0.455930,0.455930,4.23e-05,0.0932,0.07,
704,9,0.462517,0.462517,4.23e-05,0.0860,0.08,
704,9,,,,,,0.458646
705,9,0.449958,0.449958,4.22e-05,0.0709,0.01,
706,9,0.461200,0.461200,4.22e-05,0.0936,0.09,
707,9,0.452577,0.452577,4.21e-05,0.0643,0.08,
708,9,0.465885,0.465885,4.21e-05,0.1274,0.08,
709,9,0.469871,0.469871,4.20e-05,0.0648,0.09,
710,9,0.457848,0.457848,4.19e-05,0.1828,0.08,
711,9,0.457319,0.457319,4.19e-05,0.0807,0.08,
712,9,0.452288,0.452288,4.18e-05,0.0883,0.08,
713,9,0.454657,0.454657,4.18e-05,0.0801,0.08,
714,9,0.457819,0.457819,4.17e-05,0.0796,0.08,
715,9,0.453925,0.453925,4.16e-05,0.1068,0.08,
716,9,0.451932,0.451932,4.16e-05,0.1100,0.08,
717,9,0.459072,0.459072,4.15e-05,0.0938,0.08,
718,9,0.455138,0.455138,4.14e-05,0.0867,0.08,
719,9,0.428563,0.428563,4.14e-05,0.1613,0.08,
719,9,,,,,,0.456754
720,9,0.459352,0.459352,4.13e-05,0.0841,0.01,
721,9,0.449092,0.449092,4.13e-05,0.0744,0.08,
722,9,0.450003,0.450003,4.12e-05,0.0696,0.08,
723,9,0.468291,0.468291,4.11e-05,0.0905,0.08,
724,9,0.459099,0.459099,4.11e-05,0.0883,0.08,
725,9,0.454013,0.454013,4.10e-05,0.0863,0.08,
726,9,0.462916,0.462916,4.10e-05,0.0872,0.08,
727,9,0.455505,0.455505,4.09e-05,0.0753,0.08,
728,9,0.458444,0.458444,4.08e-05,0.0730,0.08,
729,9,0.460275,0.460275,4.08e-05,0.1282,0.08,
730,9,0.458872,0.458872,4.07e-05,0.0813,0.08,
731,9,0.448414,0.448414,4.06e-05,0.1228,0.08,
732,9,0.455472,0.455472,4.06e-05,0.0858,0.08,
733,9,0.459193,0.459193,4.05e-05,0.1059,0.08,
734,9,0.458255,0.458255,4.05e-05,0.0931,0.08,
734,9,,,,,,0.457992
735,9,0.452760,0.452760,4.04e-05,0.1030,0.01,
736,9,0.454117,0.454117,4.03e-05,0.0894,0.09,
737,9,0.464373,0.464373,4.03e-05,0.0778,0.09,
738,9,0.454118,0.454118,4.02e-05,0.0715,0.08,
739,9,0.466427,0.466427,4.01e-05,0.0728,0.09,
740,9,0.457594,0.457594,4.01e-05,0.0694,0.08,
741,9,0.463140,0.463140,4.00e-05,0.0572,0.08,
742,9,0.457133,0.457133,3.99e-05,0.0637,0.09,
743,9,0.470078,0.470078,3.99e-05,0.0843,0.09,
744,9,0.460299,0.460299,3.98e-05,0.0900,0.09,
745,9,0.452971,0.452971,3.97e-05,0.0656,0.08,
746,9,0.453115,0.453115,3.97e-05,0.1115,0.09,
747,9,0.464030,0.464030,3.96e-05,0.0832,0.09,
748,9,0.455310,0.455310,3.95e-05,0.1270,0.08,
749,9,0.455363,0.455363,3.95e-05,0.0701,0.08,
749,9,,,,,,0.457216
750,9,0.454262,0.454262,3.94e-05,0.0666,0.01,
751,9,0.463339,0.463339,3.93e-05,0.0757,0.08,
752,9,0.458795,0.458795,3.93e-05,0.0564,0.08,
753,9,0.465165,0.465165,3.92e-05,0.3381,0.08,
754,9,0.456670,0.456670,3.91e-05,0.0686,0.08,
755,9,0.461788,0.461788,3.91e-05,0.0709,0.08,
756,9,0.448926,0.448926,3.90e-05,0.0799,0.08,
757,9,0.451156,0.451156,3.89e-05,0.0893,0.08,
758,9,0.461194,0.461194,3.89e-05,0.0693,0.08,
759,9,0.463226,0.463226,3.88e-05,0.0653,0.08,
760,10,0.460041,0.460041,3.87e-05,0.1192,0.08,
761,10,0.462017,0.462017,3.87e-05,0.0736,0.08,
762,10,0.461031,0.461031,3.86e-05,0.0933,0.08,
763,10,0.458850,0.458850,3.85e-05,0.0743,0.08,
764,10,0.449348,0.449348,3.85e-05,0.0763,0.08,
764,10,,,,,,0.458101
765,10,0.454965,0.454965,3.84e-05,0.0864,0.01,
766,10,0.455581,0.455581,3.83e-05,0.0753,0.08,
767,10,0.460829,0.460829,3.83e-05,0.1011,0.08,
768,10,0.451963,0.451963,3.82e-05,0.0715,0.08,
769,10,0.454658,0.454658,3.81e-05,0.0704,0.08,
770,10,0.455078,0.455078,3.81e-05,0.0650,0.08,
771,10,0.468395,0.468395,3.80e-05,0.0682,0.08,
772,10,0.451392,0.451392,3.79e-05,0.0713,0.08,
773,10,0.451157,0.451157,3.78e-05,0.0594,0.07,
774,10,0.451510,0.451510,3.78e-05,0.0990,0.08,
775,10,0.458859,0.458859,3.77e-05,0.0651,0.09,
776,10,0.456214,0.456214,3.76e-05,0.0712,0.08,
777,10,0.457617,0.457617,3.76e-05,0.0581,0.08,
778,10,0.452571,0.452571,3.75e-05,0.0847,0.08,
779,10,0.447513,0.447513,3.74e-05,0.1619,0.08,
779,10,,,,,,0.457045
780,10,0.453417,0.453417,3.74e-05,0.1117,0.01,
781,10,0.463166,0.463166,3.73e-05,0.0745,0.09,
782,10,0.462340,0.462340,3.72e-05,0.1040,0.07,
783,10,0.452248,0.452248,3.71e-05,0.0815,0.07,
784,10,0.441830,0.441830,3.71e-05,0.0752,0.06,
785,10,0.452902,0.452902,3.70e-05,0.1053,0.06,
786,10,0.468753,0.468753,3.69e-05,0.0728,0.07,
787,10,0.457424,0.457424,3.69e-05,0.0637,0.06,
788,10,0.449303,0.449303,3.68e-05,0.0756,0.06,
789,10,0.465606,0.465606,3.67e-05,0.0784,0.06,
790,10,0.447812,0.447812,3.66e-05,0.0644,0.06,
