step,epoch,loss_jepa,loss_drift,loss_total,lr,grad_norm,throughput,val_loss
0,0,0.489054,0.000000,0.489054,3.57e-07,1.4346,0.09,
1,0,0.488158,0.000000,0.488158,7.14e-07,1.3872,0.11,
2,0,0.488565,0.000006,0.488571,1.07e-06,1.6357,0.13,
3,0,0.492620,0.000036,0.492655,1.43e-06,2.0391,0.13,
4,0,0.483048,0.000107,0.483154,1.79e-06,1.4606,0.16,
5,0,0.482562,0.000215,0.482777,2.14e-06,0.9435,0.16,
6,0,0.489238,0.000336,0.489574,2.50e-06,0.9295,0.15,
7,0,0.481528,0.000453,0.481982,2.86e-06,0.5261,0.15,
8,0,0.494059,0.000562,0.494622,3.21e-06,0.6893,0.16,
9,0,0.487258,0.000657,0.487915,3.57e-06,0.5283,0.16,
10,0,0.487752,0.000732,0.488484,3.93e-06,0.3823,0.15,
11,0,0.489118,0.000790,0.489907,4.29e-06,0.1825,0.16,
12,0,0.482735,0.000840,0.483576,4.64e-06,0.2834,0.16,
13,0,0.483452,0.000885,0.484337,5.00e-06,0.3079,0.16,
14,0,0.492691,0.000924,0.493615,5.36e-06,0.2330,0.16,
15,0,0.492034,0.000961,0.492996,5.71e-06,0.2159,0.16,
16,0,0.486067,0.000997,0.487064,6.07e-06,0.1755,0.15,
17,0,0.488814,0.001045,0.489858,6.43e-06,0.1490,0.16,
18,0,0.488761,0.001104,0.489864,6.79e-06,0.1027,0.15,
19,0,0.487045,0.001154,0.488199,7.14e-06,0.1412,0.18,
20,0,0.485893,0.001179,0.487072,7.50e-06,0.0988,0.17,
21,0,0.491562,0.001187,0.492749,7.86e-06,0.1058,0.16,
22,0,0.487554,0.001249,0.488803,8.21e-06,0.0929,0.16,
23,0,0.485762,0.001315,0.487077,8.57e-06,0.0975,0.16,
24,0,0.482694,0.001377,0.484071,8.93e-06,0.0780,0.14,
25,0,0.486488,0.001436,0.487924,9.29e-06,0.0767,0.15,
26,0,0.479133,0.001483,0.480615,9.64e-06,0.1098,0.15,
27,0,0.480986,0.001534,0.482519,1.00e-05,0.0999,0.15,
27,0,,,,,,,1.634771
28,0,0.475121,0.001627,0.476748,1.00e-05,0.0833,0.06,
29,0,0.478264,0.001757,0.480021,1.00e-05,0.0661,0.15,
30,0,0.482070,0.001838,0.483908,1.00e-05,0.0684,0.15,
31,0,0.481631,0.001831,0.483462,9.99e-06,0.0817,0.15,
32,0,0.486022,0.001806,0.487828,9.99e-06,0.0732,0.15,
33,0,0.482675,0.001799,0.484475,9.99e-06,0.0748,0.15,
34,0,0.495295,0.001812,0.497107,9.98e-06,0.0645,0.16,
35,0,0.485767,0.001814,0.487581,9.98e-06,0.0603,0.16,
36,0,0.487217,0.001806,0.489023,9.97e-06,0.0597,0.16,
37,0,0.480581,0.001783,0.482364,9.96e-06,0.0575,0.16,
38,0,0.476921,0.001744,0.478665,9.95e-06,0.0577,0.16,
39,0,0.480298,0.001688,0.481986,9.94e-06,0.0673,0.14,
40,0,0.477972,0.001628,0.479600,9.93e-06,0.0637,0.15,
41,0,0.481596,0.001589,0.483185,9.92e-06,0.0656,0.15,
42,0,0.484180,0.001577,0.485757,9.91e-06,0.0670,0.15,
43,0,0.487821,0.001581,0.489402,9.90e-06,0.0792,0.15,
44,0,0.480759,0.001609,0.482369,9.89e-06,0.1361,0.15,
