step,epoch,loss_jepa,loss_drift,loss_total,lr,grad_norm,throughput
314,3,1.500938,0.001965,1.502903,1.31e-06,0.0874,0.04
315,3,1.499813,0.001963,1.501776,1.28e-06,0.0890,0.04
316,3,1.486313,0.001960,1.488273,1.26e-06,0.0925,0.04
317,3,1.503880,0.001957,1.505838,1.23e-06,0.0866,0.04
318,3,1.489096,0.001955,1.491050,1.20e-06,0.0798,0.04
319,3,1.505336,0.001952,1.507288,1.17e-06,0.0998,0.04
320,4,1.505702,0.001950,1.507652,1.14e-06,0.0793,0.03
321,4,1.526253,0.001947,1.528200,1.11e-06,0.1798,0.04
322,4,1.510216,0.001944,1.512161,1.09e-06,0.1219,0.04
323,4,1.456176,0.001942,1.458118,1.06e-06,0.1888,0.13
324,4,1.489329,0.001940,1.491269,1.03e-06,0.0952,0.07
325,4,1.480185,0.001937,1.482123,1.01e-06,0.1429,0.04
326,4,1.495644,0.001935,1.497579,9.81e-07,0.0930,0.04
327,4,1.509726,0.001933,1.511658,9.55e-07,0.1062,0.05
328,4,1.501926,0.001931,1.503857,9.29e-07,0.0700,0.03
329,4,1.507846,0.001928,1.509775,9.04e-07,0.0919,0.04
330,4,1.500860,0.001926,1.502787,8.79e-07,0.0990,0.04
331,4,1.498343,0.001925,1.500267,8.55e-07,0.1159,0.04
332,4,1.505757,0.001923,1.507680,8.31e-07,0.0891,0.04
333,4,1.507897,0.001921,1.509818,8.07e-07,0.0765,0.04
334,4,1.486436,0.001919,1.488355,7.83e-07,0.0796,0.04
335,4,1.493755,0.001917,1.495673,7.60e-07,0.0970,0.04
336,4,1.492411,0.001916,1.494326,7.37e-07,0.1766,0.03
337,4,1.469964,0.001914,1.471878,7.14e-07,0.2420,0.04
338,4,1.507235,0.001912,1.509148,6.92e-07,0.1451,0.04
339,4,1.527394,0.001911,1.529304,6.70e-07,0.0726,0.04
340,4,1.523587,0.001909,1.525496,6.48e-07,0.0894,0.04
341,4,1.515654,0.001908,1.517562,6.27e-07,0.0865,0.04
342,4,1.517640,0.001906,1.519546,6.06e-07,0.1873,0.04
343,4,1.497104,0.001905,1.499009,5.85e-07,0.0888,0.04
344,4,1.515300,0.001904,1.517203,5.65e-07,0.0747,0.03
345,4,1.484189,0.001903,1.486092,5.45e-07,0.0920,0.04
346,4,1.484440,0.001901,1.486341,5.25e-07,0.1146,0.04
347,4,1.504906,0.001900,1.506806,5.06e-07,0.0915,0.04
348,4,1.505975,0.001899,1.507874,4.87e-07,0.0693,0.04
349,4,1.524118,0.001898,1.526016,4.68e-07,0.2736,0.04
350,4,1.518625,0.001897,1.520522,4.50e-07,0.0819,0.04
351,4,1.515552,0.001896,1.517448,4.32e-07,0.0749,0.05
352,4,1.530522,0.001895,1.532416,4.15e-07,0.0914,0.03
353,4,1.509706,0.001894,1.511600,3.97e-07,0.1096,0.04
354,4,1.517291,0.001893,1.519184,3.81e-07,0.0774,0.04
355,4,1.532170,0.001892,1.534062,3.64e-07,0.0954,0.05
356,4,1.527828,0.001891,1.529719,3.48e-07,0.1165,0.04
357,4,1.526668,0.001891,1.528558,3.32e-07,0.1091,0.04
358,4,1.523467,0.001890,1.525356,3.17e-07,0.0858,0.04
359,4,1.507095,0.001889,1.508984,3.02e-07,0.0809,0.04
360,4,1.509687,0.001888,1.511575,2.87e-07,0.1839,0.03
361,4,1.524638,0.001888,1.526525,2.72e-07,0.1204,0.04
362,4,1.518381,0.001887,1.520268,2.58e-07,0.0895,0.04
363,4,1.514673,0.001886,1.516560,2.45e-07,0.1045,0.04
364,4,1.481399,0.001886,1.483285,2.31e-07,0.1170,0.04
365,4,1.497614,0.001885,1.499499,2.18e-07,0.0811,0.04
366,4,1.513890,0.001885,1.515775,2.06e-07,0.0991,0.04
367,4,1.519199,0.001884,1.521083,1.94e-07,0.4019,0.04
368,4,1.535188,0.001884,1.537072,1.82e-07,0.1025,0.03
369,4,1.555797,0.001883,1.557681,1.70e-07,0.1023,0.04
370,4,1.531664,0.001883,1.533547,1.59e-07,0.1023,0.04
371,4,1.502994,0.001883,1.504877,1.49e-07,0.0831,0.04
372,4,1.509064,0.001882,1.510946,1.38e-07,0.1002,0.04
373,4,1.496082,0.001882,1.497964,1.28e-07,0.0770,0.04
374,4,1.506064,0.001882,1.507946,1.19e-07,0.0941,0.04
375,4,1.502877,0.001881,1.504758,1.09e-07,0.0872,0.04
376,4,1.504393,0.001881,1.506274,1.00e-07,0.1150,0.03
377,4,1.502150,0.001881,1.504031,1.00e-07,0.1176,0.04
378,4,1.519398,0.001881,1.521279,1.00e-07,0.0888,0.04
379,4,1.527682,0.001881,1.529563,1.00e-07,0.0990,0.04
380,4,1.505440,0.001880,1.507321,1.00e-07,0.0966,0.04
381,4,1.503499,0.001880,1.505379,1.00e-07,0.0992,0.04
382,4,1.478711,0.001880,1.480591,1.00e-07,0.0948,0.04
383,4,1.506350,0.001880,1.508230,1.00e-07,0.1137,0.04
384,4,1.516435,0.001879,1.518314,1.00e-07,0.1646,0.03
385,4,1.500830,0.001879,1.502709,1.00e-07,0.1712,0.04
386,4,1.528171,0.001879,1.530050,1.00e-07,0.0954,0.04
387,4,1.512936,0.001879,1.514815,1.00e-07,0.0909,0.04
388,4,1.515167,0.001879,1.517046,1.00e-07,0.0969,0.04
389,4,1.509030,0.001878,1.510909,1.00e-07,0.2695,0.04
390,4,1.509430,0.001878,1.511308,1.00e-07,0.0796,0.04
391,4,1.498413,0.001878,1.500291,1.00e-07,0.0908,0.04
392,4,1.508513,0.001878,1.510391,1.00e-07,0.1013,0.03
393,4,1.488826,0.001877,1.490703,1.00e-07,0.0781,0.04
394,4,1.488589,0.001877,1.490466,1.00e-07,0.0872,0.04
395,4,1.497928,0.001877,1.499805,1.00e-07,0.0801,0.04
396,4,1.509663,0.001877,1.511540,1.00e-07,0.0798,0.04
397,4,1.479009,0.001877,1.480886,1.00e-07,0.0949,0.04
398,4,1.504058,0.001876,1.505934,1.00e-07,0.1514,0.04
399,4,1.491389,0.001876,1.493265,1.00e-07,0.0893,0.04
0,0,1.631251,0.000000,1.631251,2.50e-07,1.7326,0.02
